throracic segment organ,0,trunk region element,0,is_subclass_of,
abdomen element,0,abdominal segment element,0,is_subclass_of,
kidney,0,abdomen element,0,is_subclass_of,
liver,0,abdomen element,0,is_subclass_of,
heart,0,throracic segment organ,0,is_subclass_of,
thoracic cavity element,0,throracic segment organ,0,is_subclass_of,
lung,0,thoracic cavity element,0,is_subclass_of,
organ component layer,0,organ part,0,is_subclass_of,
subdivision of tube,0,organ part,0,is_subclass_of,
subdivision of digestive tract,0,subdivision of tube,0,is_subclass_of,
intestine,0,subdivision of digestive tract,0,is_subclass_of,
alveolar system,0,organ system subdivision,0,is_subclass_of,
renin-angiotensin system,0,organ system subdivision,0,is_subclass_of,
renin-angiotensin system,0,COVID-19,0,isClinicalAspectFor,Subclass some
nose,0,organism subdivision,0,is_subclass_of,
heart,0,structure with developmental contribution from neural crest,0,is_subclass_of,
nose,0,structure with developmental contribution from neural crest,0,is_subclass_of,
bodily fluid,0,organism substance,0,is_subclass_of,
secretion of exocrine gland,0,organism substance,0,is_subclass_of,
mucus,0,bodily fluid,0,is_subclass_of,
saliva,0,bodily fluid,0,is_subclass_of,
phlegm,0,macus,0,is_subclass_of,
mucus,0,secretion of exocrine gland,0,is_subclass_of,
Alveolar Cell Type II,0,cell,0,is_subclass_of,
Antibody-Producing Cell,0,cell,0,is_subclass_of,
Eosinophils,0,cell,0,is_subclass_of,
Lymphocyte,0,cell,0,is_subclass_of,
macrophage,0,cell,0,is_subclass_of,
multinucleated giant cell,0,cell,0,is_subclass_of,
natural killer cell,0,cell,0,is_subclass_of,
neutrophil,0,cell,0,is_subclass_of,
Plasma Cell,0,cell,0,is_subclass_of,
pheumocyte,0,cell,0,is_subclass_of,
B cell,0,Lymphocyte,0,is_subclass_of,
CD16 positive CD56 positive lymphocyte,0,Lymphocyte,0,is_subclass_of,
T cell,0,Lymphocyte,0,is_subclass_of,
alpha-beta T cell,0,T cell,0,is_subclass_of,
CD4-Positive T-Lymphocytes,0,T cell,0,is_subclass_of,
CD8-Positive T-Lymphocytes,0,T cell,0,is_subclass_of,
mature T cell,0,T cell,0,is_subclass_of,
T follicular helper cell,0,T cell,0,is_subclass_of,
mature alpha-beta T Cell,0,alpha-beta T cell,0,is_subclass_of,
CD4-Positive alpha-beta T cell ,0,mature alpha-beta T Cell,0,is_subclass_of,
CD4-positive helper T cell,0,CD4-Positive alpha-beta T cell ,0,is_subclass_of,
CD4-positive CD25-positive alpha-beta regulatory T cell,0,CD4-Positive alpha-beta T cell ,0,is_subclass_of,
mature alpha-beta T cell,0,mature T cell,0,is_subclass_of,
regulatory T cell,0,mature T cell,0,is_subclass_of,
CD4-positive CD25-positive alpha-beta regulatory T cell,0,regulatory T cell,0,is_subclass_of,
apical dendrite,0,cellular component,0,is_subclass_of,
apical junction complex,0,cellular component,0,is_subclass_of,
apical part of cell,0,cellular component,0,is_subclass_of,
apical plasma membrane,0,cellular component,0,is_subclass_of,
azurophil granule,0,cellular component,0,is_subclass_of,
basal part of cell,0,cellular component,0,is_subclass_of,
basal plasma membrance,0,cellular component,0,is_subclass_of,
basolateral plasma membrane,0,cellular component,0,is_subclass_of,
blood microparicle,0,cellular component,0,is_subclass_of,
cell cortex,0,cellular component,0,is_subclass_of,
cell cortex region,0,cellular component,0,is_subclass_of,
cell leading adge,0,cellular component,0,is_subclass_of,
cell trailing edge,0,cellular component,0,is_subclass_of,
cell-substrate adherens junction,0,cellular component,0,is_subclass_of,
cell-substrate junction,0,cellular component,0,is_subclass_of,
chromosomal region,0,cellular component,0,is_subclass_of,
clathrin-coated pit,0,cellular component,0,is_subclass_of,
clathrin-coated vesicle membrane,0,cellular component,0,is_subclass_of,
coated vesicle,0,cellular component,0,is_subclass_of,
collagen-containing extracellular matrix,0,cellular component,0,is_subclass_of,
condensed chromosome,0,cellular component,0,is_subclass_of,
condensed chromosome outer kinetochore,0,cellular component,0,is_subclass_of,
condense nuclear chromosome,0,cellular component,0,is_subclass_of,
cornified envelope,0,cellular component,0,is_subclass_of,
cytoplasmic ubiquitin ligase complex,0,cellular component,0,is_subclass_of,
cytoplasmic vesicle lumen,0,cellular component,0,is_subclass_of,
cytosolic part,0,cellular component,0,is_subclass_of,
desmosome,0,cellular component,0,is_subclass_of,
distal axon,0,cellular component,0,is_subclass_of,
early endosome,0,cellular component,0,is_subclass_of,
endocytic vesicle,0,cellular component,0,is_subclass_of,
endocytic vesicle membrane,0,cellular component,0,is_subclass_of,
endolysosome,0,cellular component,0,is_subclass_of,
endoplasmic reticulum lumen,0,cellular component,0,is_subclass_of,
endoplasmic reticulum quality control compartment,0,cellular component,0,is_subclass_of,
endoplasmic reticulum-Golgi intermediate compartment,0,cellular component,0,is_subclass_of,
endoplasmic reticulum-Golgi intermediate compartment membrance,0,cellular component,0,is_subclass_of,
external side of plasma membrane,0,cellular component,0,is_subclass_of,
endosome membrane,0,cellular component,0,is_subclass_of,
ficolin-1-rich granule,0,cellular component,0,is_subclass_of,
ficolin-1-rich granule lumen,0,cellular component,0,is_subclass_of,
host cellular component,0,cellular component,0,is_subclass_of,
immunoglobulin complex,0,cellular component,0,is_subclass_of,
immunological synapse,0,cellular component,0,is_subclass_of,
inner mitochondrial membrane protein complex,0,cellular component,0,is_subclass_of,
integral component of endoplasmic reticulum membrane,0,cellular component,0,is_subclass_of,
integrin complex,0,cellular component,0,is_subclass_of,
intrinsic component of endoplasmic reticulum membrane,0,cellular component,0,is_subclass_of,
kinetochore,0,cellular component,0,is_subclass_of,
lamellipodium,0,cellular component,0,is_subclass_of,
late endosome,0,cellular component,0,is_subclass_of,
lipoprotein particle,0,cellular component,0,is_subclass_of,
membrane microdomain,0,cellular component,0,is_subclass_of,
microtubule,0,cellular component,0,is_subclass_of,
microtubule associated complex,0,cellular component,0,is_subclass_of,
microtubule end,0,cellular component,0,is_subclass_of,
midbody,0,cellular component,0,is_subclass_of,
mitochondrial inner membrane,0,cellular component,0,is_subclass_of,
mitochondrial matrix,0,cellular component,0,is_subclass_of,
mitochondrial outer membrane,0,cellular component,0,is_subclass_of,
mitochondrial protein complex,0,cellular component,0,is_subclass_of,
neuron to neuron synapse,0,cellular component,0,is_subclass_of,
nuclear envelop,0,cellular component,0,is_subclass_of,
nuclear matrix,0,cellular component,0,is_subclass_of,
nuclear membrane,0,cellular component,0,is_subclass_of,
nuclear periphery,0,cellular component,0,is_subclass_of,
organelle outer membrane,0,cellular component,0,is_subclass_of,
outer membrane,0,cellular component,0,is_subclass_of,
pigment granule,0,cellular component,0,is_subclass_of,
polysome,0,cellular component,0,is_subclass_of,
postsynaptic specialization,0,cellular component,0,is_subclass_of,
primary lysosome,0,cellular component,0,is_subclass_of,
pronucleus,0,cellular component,0,is_subclass_of,
protein complex involved in cell adhesion,0,cellular component,0,is_subclass_of,
proton-transporting ATP synthase complex,0,cellular component,0,is_subclass_of,
ribosomal subunit,0,cellular component,0,is_subclass_of,
ribosome,0,cellular component,0,is_subclass_of,
secretory granule membrane,0,cellular component,0,is_subclass_of,
serine/threonine protein kinase complex,0,cellular component,0,is_subclass_of,
Sm-like protein family complex,0,cellular component,0,is_subclass_of,
small nuclear ribonucleoprotein complex,0,cellular component,0,is_subclass_of,
specific granule,0,cellular component,0,is_subclass_of,
spindle,0,cellular component,0,is_subclass_of,
spindle midzone,0,cellular component,0,is_subclass_of,
spindle pole,0,cellular component,0,is_subclass_of,
tertiary granule,0,cellular component,0,is_subclass_of,
tertiary granule lumen,0,cellular component,0,is_subclass_of,
tight junction,0,cellular component,0,is_subclass_of,
uropod,0,cellular component,0,is_subclass_of,
vacuolar lumen,0,cellular component,0,is_subclass_of,
vacuolar membrane,0,cellular component,0,is_subclass_of,
vesicle lumen,0,cellular component,0,is_subclass_of,
Viral Genome,0,cellular component,0,is_subclass_of,
virion part,0,cellular component,0,is_subclass_of,
cell cortex region,0,cell cortex,0,is_subclass_of,
focal adhesion,0,cell-substrate junction,0,is_subclass_of,
chromosome centromeric region,0,chromosomal region,0,is_subclass_of,
condensed chromosome centromic region,0,chromosome centromeric region,0,is_subclass_of,
condensed nuclear chromosome centromic region,0,condensed chromosome centromic region,0,is_subclass_of,
clathrin-coated vesicle ,0,coated vesicle,0,is_subclass_of,
clathrin-coated endocytic vesicle,0,clathrin-coated vesicle ,0,is_subclass_of,
condensed nuclear chromosome,0,condensed chromosome,0,is_subclass_of,
secretory granule lumen,0,cytoplasmic vesicle lumen,0,is_subclass_of,
azurophil granule lumen,0,secretory granule lumen,0,is_subclass_of,
clathrin-coated endocytic vesicle,0,endocytic vesicle,0,is_subclass_of,
phagocytic vesicle,0,endocytic vesicle,0,is_subclass_of,
IgM immunoglobulin complex circulating,0,immunoglobulin complex,0,is_subclass_of,
immunoglobulin complex circulating,0,immunoglobulin complex,0,is_subclass_of,
IgM immunoglobulin complex circulating,0,immunoglobulin complex circulating,0,is_subclass_of,
mitochondrial proton-transprting ATP synthase complex,0,inner mitochondrial membrane protein complex,0,is_subclass_of,
integrin alpha-beta1 complex,0,integrin complex,0,is_subclass_of,
integral component of endoplasmic reticulum membrane,0,intrinsic component of endoplasmic reticulum membrane,0,is_subclass_of,
condensed chromosome kinetochore,0,kinetochore,0,is_subclass_of,
condensed nuclear chromosome kinetochore,0,condensed chromosome kinetochore,0,is_subclass_of,
plasma lipoprotein particle,0,lipoprotein particle,0,is_subclass_of,
membrane raft,0,membrane microdomain,0,is_subclass_of,
spindle microtubule,0,microtubule,0,is_subclass_of,
kinesin complex,0,microtubule associated complex,0,is_subclass_of,
microtubule plus-end,0,microtubule end,0,is_subclass_of,
inner mitochondrial membrane protein complex,0,mitochondrial protein complex,0,is_subclass_of,
asymmetric synapse,0,neuron to neuron synapse,0,is_subclass_of,
mitochondrial outer membrane,0,organelle outer membrane,0,is_subclass_of,
organelle outer membrane,0,outer membrane,0,is_subclass_of,
melanosome,0,pigment granule,0,is_subclass_of,
postsynaptic density,0,postsynaptic specialization,0,is_subclass_of,
azurophil granule,0,primary lysosome,0,is_subclass_of,
integrin complex,0,protein complex involved in cell adhesion,0,is_subclass_of,
mitochondrial proton-transprting ATP synthase complex,0,proton-transporting ATP synthase complex,0,is_subclass_of,
large ribosomal subunit,0,ribosomal subunit,0,is_subclass_of,
small ribosomal subunit,0,ribosomal subunit,0,is_subclass_of,
cytosolic large ribosomal subunit,0,large ribosomal subunit,0,is_subclass_of,
cytosolic small ribosomal subunit,0,small ribosomal subunit,0,is_subclass_of,
cytosolic ribosome,0,ribosome,0,is_subclass_of,
polysomal ribosome,0,ribosome,0,is_subclass_of,
azurophil granule membrane,0,secretory granule membrane,0,is_subclass_of,
ficolin-1rich granule membrane,0,secretory granule membrane,0,is_subclass_of,
specific granule membrane,0,secretory granule membrane,0,is_subclass_of,
tertiary granule membrane,0,secretory granule membrane,0,is_subclass_of,
small nuclear ribonucleoprotein complex,0,Sm-like protein family complex,0,is_subclass_of,
spliceosomal snRNP complex,0,small nuclear ribonucleoprotein complex,0,is_subclass_of,
U1 snRNP,0,spliceosomal snRNP complex,0,is_subclass_of,
mitotic spindle,0,spindle,0,is_subclass_of,
bicellular tight junction,0,tight junction,0,is_subclass_of,
azurophil granule lumen,0,vacuolar lumen,0,is_subclass_of,
lysosomal lumen,0,vacuolar lumen,0,is_subclass_of,
lytic vacuole membrane,0,vacuolar membrane,0,is_subclass_of,
lysosomal membrane,0,lytic vacuole membrane,0,is_subclass_of,
azurophil granule membrane,0,lysosomal membrane,0,is_subclass_of,
cytoplasmic vesicle lumen,0,vesicle lumen,0,is_subclass_of,
bipartite viral genome,0,Viral Genome,0,is_subclass_of,
non-segmented viral genome,0,Viral Genome,0,is_subclass_of,
positive sense viral genome,0,Viral Genome,0,is_subclass_of,
RNA viral genome,0,Viral Genome,0,is_subclass_of,
SARS-CoV genome,0,Viral Genome,0,is_subclass_of,
ssRNA viral denome,0,Viral Genome,0,is_subclass_of,
Viral Genome,0,COVID-19,0,isVirologyFor,Subclass some
viral capsid,0,virion part,0,is_subclass_of,
viral membrane,0,virion part,0,is_subclass_of,
viral nucleocapsid,0,virion part,0,is_subclass_of,
virion nucleoid,0,virion part,0,is_subclass_of,
virion part,0,COVID-19,0,isVirologyFor,Subclass some
helical viral capsid,0,viral nucleocapsid,0,is_subclass_of,
viral envelope,0,viral membrane,0,is_subclass_of,
gene of Eukaryota,0,gene,0,is_subclass_of,
gene of Homo sapiens,0,gene of Eukaryota,0,is_subclass_of,
gene of Homo sapiens with other gene disposition,0,gene of Homo sapiens,0,is_subclass_of,
protein-coding gene of Homo sapiens,0,gene of Homo sapiens,0,is_subclass_of,
IGHE,0,gene of Homo sapiens with other gene disposition,0,is_subclass_of,
IGHE1,0,gene of Homo sapiens with other gene disposition,0,is_subclass_of,
IGHE2,0,gene of Homo sapiens with other gene disposition,0,is_subclass_of,
IGHE4,0,gene of Homo sapiens with other gene disposition,0,is_subclass_of,
IGLC2,0,gene of Homo sapiens with other gene disposition,0,is_subclass_of,
TRAC,0,gene of Homo sapiens with other gene disposition,0,is_subclass_of,
TRBC1,0,gene of Homo sapiens with other gene disposition,0,is_subclass_of,
A2M,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
ACE2,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
AGTR1,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
ALB,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
ALPL,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
AMICA1,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
ANPEP,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
APOBEC3A,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
AREG,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
ARG1,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
BDH1,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
BIRC5,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
C1QBP,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
C3,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
C4B,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
C5,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CALCA,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CASP1,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CCL13,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CCL2,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CCL3,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CCL3L1,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CCL4CCL5,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CCL8,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CCNB1,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CCNB2,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CD14,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CD2,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CD247,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CD3E,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CD3G,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CD4,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CD8A,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CD8B,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CKM,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CMTM2,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CRP,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CSF2,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CSF3,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CTLA4,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CTSB,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CTSD,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CTSL,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CTSZ,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CXCL1,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CXCL10,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CXCL11,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CKCL16,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CXCL2,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CXCL6,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CXCL9,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CXCR2,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
CXCR6,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
DDIT4,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
DDX1,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
DPP4,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
ESR1,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
FABP4,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
FABP5,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
FASLG,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
FCN1,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
FGA,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
FGB,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
FGF2,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
FGG,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
FTH1,0,protein-coding gene of Homo sapiens,0,is_subclass_of,
